stock_name,final_score,sentiment_score,technical_score,frequency_score,bert_score,news_count,date_range,avg_freshness,rating
에퀴닉스,62.45013259221321,64.41506160027856,52.64740643466842,83.61660079051384,41.66565863598494,44,2024-01-25 ~ 2025-06-17,0.47602250401857477,✅ 호재
세미컨덕터,62.376154117762795,59.658725863569444,53.989569752281625,91.28660159716061,40.58472527218415,49,2025-04-20 ~ 2025-07-16,0.35984048791930556,✅ 호재
블록(스퀘어),62.219544634168464,49.76204276239095,67.17279411764706,90.47027506654837,40.68834280608292,49,2025-07-09 ~ 2025-07-28,0.2921589688506982,✅ 호재
인더스트리 홀딩스,62.13649989388545,58.60453861857389,55.00633015455442,90.78630897317299,40.355236054549664,47,2024-10-13 ~ 2025-07-14,0.4722783040844852,✅ 호재
리얼티 인컴,62.11634743723771,64.49658463181765,49.92838196286475,86.47481021394064,40.44236952863091,45,2024-12-07 ~ 2025-07-20,0.4468148148148146,✅ 호재
에너지,62.11163217130771,57.5743495148518,50.0,100.0,40.81892365366988,51,2025-07-30 ~ 2025-07-30,1.0,✅ 호재
씨티그룹,61.91146465425798,62.101352133371975,75.06382978723404,51.935483870967744,41.64678090545431,31,2025-07-15 ~ 2025-07-23,0.3790322580645161,✅ 호재
올스테이트,61.873731307156824,61.58215730431466,50.02354788069073,90.57354301572619,41.19095418078499,47,2025-07-08 ~ 2025-07-30,0.6160541586073501,✅ 호재
페덱스,61.794179082115676,69.38594028333301,48.30274566473989,76.96687370600414,41.556045281596674,42,2025-06-24 ~ 2025-07-24,0.5492063492063491,✅ 호재
화이자,61.68721831669445,69.52340637568311,51.21363636363637,71.7646121993948,41.608424174513345,39,2025-06-26 ~ 2025-07-29,0.4273504273504273,✅ 호재
아폴로 글로벌 매니지먼트,61.48132893585279,53.154487689714166,55.69823232323232,96.65714285714286,41.7863559156885,50,2025-04-28 ~ 2025-07-21,0.4714285714285715,✅ 호재
얌! 브랜드,61.42401487197218,59.03018157048338,48.977893801377476,95.05714285714286,41.071455319370116,50,2024-12-05 ~ 2025-06-25,0.44564356435643565,✅ 호재
에이온,61.415465106219344,59.508664660921305,52.86468763220985,88.04347826086956,41.43897300013952,46,2024-10-10 ~ 2025-07-22,0.540884820747521,✅ 호재
조에티스,61.257612081626895,70.49403660980146,51.10079721821729,67.94863186167534,41.40031899906059,37,2024-02-06 ~ 2025-07-21,0.6001425153967527,✅ 호재
캐터필러,61.01809219145058,56.17077834540831,60.910377358490564,80.9735663729597,40.819543711481444,43,2025-03-15 ~ 2025-07-27,0.42311697327316905,✅ 호재
콴타 서비스,60.901052062434175,57.64754085058179,58.584418837675344,80.50845009388993,41.65020052120868,43,2024-01-17 ~ 2025-01-30,0.36742958826777933,✅ 호재
블랙록,60.748539549233726,50.47914629219687,58.137168141592916,94.85714285714286,41.4430201844853,50,2025-07-19 ~ 2025-07-29,0.452,✅ 호재
제너럴 다이내믹스,60.38880250665136,60.03442611966298,50.824286846275754,84.91925465838509,41.43895073226428,45,2025-03-03 ~ 2025-07-17,0.41241830065359475,✅ 호재
로우스,60.38804647133964,68.25117993470599,52.3313715455476,66.31742399476953,41.24678234839066,38,2025-04-21 ~ 2025-07-22,0.558924485125858,✅ 호재
일렉트로닉 아츠,60.37550863179067,72.90117366384177,50.35232586758552,60.18085495067592,40.731704158431214,34,2024-03-19 ~ 2025-07-08,0.7531512605042017,✅ 호재
커넥티비티,60.35019437357186,71.4621952172502,64.18487394957982,41.52651696129957,42.04550709537921,26,2025-07-11 ~ 2025-07-23,0.38141025641025644,✅ 호재
